user_id,created_at,company_id,language,activated_at,state
300,2013-01-29,624,russian,2013-01-29,active
301,2013-01-29,3,arabic,2013-01-29,active
305,2013-01-30,9876,indian,2013-01-30,active
306,2013-01-30,6,japanese,2013-01-30,active
307,2013-01-30,8,japanese,2013-01-30,active
309,2013-01-30,94,portugese,2013-01-30,active
312,2013-01-30,13011,english,2013-01-30,active
318,2013-01-30,4801,arabic,2013-01-30,active
319,2013-01-31,3,spanish,2013-01-31,active
321,2013-01-31,12769,arabic,2013-01-31,active
322,2013-01-31,85,portugese,2013-01-31,active
323,2013-01-31,3852,english,2013-01-31,active
326,2013-01-31,3431,french,2013-01-31,active
330,2013-01-31,6999,japanese,2013-01-31,active
332,2013-02-01,219,english,2013-02-01,active
335,2013-02-01,2930,spanish,2013-02-01,active
338,2013-02-01,2,spanish,2013-02-01,active
341,2013-02-01,4201,english,2013-02-01,active
345,2013-02-02,10442,english,2013-02-02,active
346,2013-02-02,6010,english,2013-02-02,active
347,2013-02-02,10,german,2013-02-02,active
349,2013-02-03,7321,arabic,2013-02-03,active
353,2013-02-04,4122,english,2013-02-04,active
355,2013-02-04,12167,chinese,2013-02-04,active
359,2013-02-04,8083,english,2013-02-04,active
360,2013-02-04,10506,spanish,2013-02-04,active
361,2013-02-04,1,chinese,2013-02-04,active
362,2013-02-04,35,japanese,2013-02-04,active
363,2013-02-04,12020,english,2013-02-04,active
365,2013-02-04,10053,spanish,2013-02-04,active
366,2013-02-04,6145,japanese,2013-02-04,active
367,2013-02-04,5886,english,2013-02-04,active
369,2013-02-05,5596,english,2013-02-05,active
370,2013-02-05,6795,french,2013-02-05,active
372,2013-02-05,1,english,2013-02-05,active
373,2013-02-05,9190,spanish,2013-02-05,active
374,2013-02-05,9830,japanese,2013-02-05,active
376,2013-02-05,5884,german,2013-02-05,active
377,2013-02-05,6590,english,2013-02-05,active
378,2013-02-05,2376,english,2013-02-05,active
379,2013-02-05,4701,french,2013-02-05,active
380,2013-02-05,4487,japanese,2013-02-05,active
381,2013-02-05,2,english,2013-02-05,active
383,2013-02-05,155,arabic,2013-02-05,active
384,2013-02-06,9,spanish,2013-02-06,active
385,2013-02-06,159,english,2013-02-06,active
388,2013-02-06,7654,spanish,2013-02-06,active
390,2013-02-06,4697,english,2013-02-06,active
393,2013-02-06,3,english,2013-02-06,active
397,2013-02-06,9060,english,2013-02-06,active
399,2013-02-07,13075,english,2013-02-07,active
402,2013-02-07,12013,arabic,2013-02-07,active
403,2013-02-07,1,russian,2013-02-07,active
404,2013-02-07,3453,english,2013-02-07,active
405,2013-02-07,349,arabic,2013-02-07,active
406,2013-02-07,10036,english,2013-02-07,active
408,2013-02-07,36,french,2013-02-07,active
409,2013-02-07,1,english,2013-02-07,active
411,2013-02-07,868,italian,2013-02-07,active
412,2013-02-07,6078,english,2013-02-07,active
413,2013-02-08,8523,english,2013-02-08,active
414,2013-02-08,513,indian,2013-02-08,active
417,2013-02-08,1,english,2013-02-08,active
420,2013-02-08,5838,english,2013-02-08,active
428,2013-02-08,2,english,2013-02-08,active
429,2013-02-08,2876,english,2013-02-08,active
430,2013-02-08,10,chinese,2013-02-08,active
432,2013-02-09,21,english,2013-02-09,active
434,2013-02-09,329,french,2013-02-09,active
437,2013-02-10,8635,portugese,2013-02-10,active
439,2013-02-11,2147,german,2013-02-11,active
441,2013-02-11,25,english,2013-02-11,active
443,2013-02-11,4822,english,2013-02-11,active
451,2013-02-11,8999,german,2013-02-11,active
453,2013-02-12,6781,german,2013-02-12,active
454,2013-02-12,6039,french,2013-02-12,active
457,2013-02-12,4485,english,2013-02-12,active
460,2013-02-12,3309,english,2013-02-12,active
461,2013-02-12,3,korean,2013-02-12,active
462,2013-02-12,4,korean,2013-02-12,active
464,2013-02-12,1111,russian,2013-02-12,active
466,2013-02-12,9750,spanish,2013-02-12,active
467,2013-02-12,12486,japanese,2013-02-12,active
469,2013-02-13,3613,spanish,2013-02-13,active
470,2013-02-13,399,english,2013-02-13,active
471,2013-02-13,21,chinese,2013-02-13,active
474,2013-02-13,6032,english,2013-02-13,active
478,2013-02-13,4410,english,2013-02-13,active
479,2013-02-13,9751,english,2013-02-13,active
482,2013-02-13,13168,english,2013-02-13,active
484,2013-02-14,4896,russian,2013-02-14,active
485,2013-02-14,105,german,2013-02-14,active
487,2013-02-14,1267,english,2013-02-14,active
488,2013-02-14,3,english,2013-02-14,active
489,2013-02-14,773,russian,2013-02-14,active
490,2013-02-14,3562,spanish,2013-02-14,active
491,2013-02-14,2,indian,2013-02-14,active
492,2013-02-14,8821,english,2013-02-14,active
493,2013-02-14,4294,japanese,2013-02-14,active
494,2013-02-14,79,english,2013-02-14,active
495,2013-02-14,2927,english,2013-02-14,active
497,2013-02-15,781,italian,2013-02-15,active
498,2013-02-15,12585,english,2013-02-15,active
501,2013-02-15,9,english,2013-02-15,active
503,2013-02-15,4563,english,2013-02-15,active
513,2013-02-16,700,spanish,2013-02-16,active
514,2013-02-16,8125,japanese,2013-02-16,active
515,2013-02-17,2253,english,2013-02-17,active
516,2013-02-17,9,english,2013-02-17,active
517,2013-02-17,11239,english,2013-02-17,active
518,2013-02-17,421,english,2013-02-17,active
521,2013-02-18,9497,spanish,2013-02-18,active
523,2013-02-18,6,arabic,2013-02-18,active
524,2013-02-18,6717,arabic,2013-02-18,active
525,2013-02-18,8503,english,2013-02-18,active
527,2013-02-18,3540,korean,2013-02-18,active
529,2013-02-18,6334,german,2013-02-18,active
530,2013-02-18,8528,german,2013-02-18,active
535,2013-02-19,4260,english,2013-02-19,active
537,2013-02-19,13103,german,2013-02-19,active
538,2013-02-19,4,spanish,2013-02-19,active
540,2013-02-19,2006,english,2013-02-19,active
546,2013-02-19,4776,english,2013-02-19,active
548,2013-02-20,6470,arabic,2013-02-20,active
549,2013-02-20,11343,portugese,2013-02-20,active
551,2013-02-20,3,spanish,2013-02-20,active
552,2013-02-20,9675,chinese,2013-02-20,active
553,2013-02-20,4723,spanish,2013-02-20,active
554,2013-02-20,5491,japanese,2013-02-20,active
555,2013-02-20,5207,german,2013-02-20,active
556,2013-02-20,12547,chinese,2013-02-20,active
563,2013-02-20,48,english,2013-02-20,active
565,2013-02-21,4287,portugese,2013-02-21,active
566,2013-02-21,231,japanese,2013-02-21,active
567,2013-02-21,3657,english,2013-02-21,active
570,2013-02-21,1947,arabic,2013-02-21,active
574,2013-02-21,19,english,2013-02-21,active
575,2013-02-21,1034,spanish,2013-02-21,active
576,2013-02-21,7376,japanese,2013-02-21,active
579,2013-02-21,223,english,2013-02-21,active
581,2013-02-22,10409,english,2013-02-22,active
583,2013-02-22,8547,german,2013-02-22,active
586,2013-02-22,11282,english,2013-02-22,active
588,2013-02-22,10,english,2013-02-22,active
589,2013-02-22,208,french,2013-02-22,active
591,2013-02-22,3,italian,2013-02-22,active
592,2013-02-22,59,russian,2013-02-22,active
596,2013-02-23,24,english,2013-02-23,active
597,2013-02-23,8974,english,2013-02-23,active
598,2013-02-24,1,english,2013-02-24,active
602,2013-02-25,695,english,2013-02-25,active
603,2013-02-25,106,english,2013-02-25,active
609,2013-02-25,8,english,2013-02-25,active
610,2013-02-25,1178,indian,2013-02-25,active
611,2013-02-25,449,portugese,2013-02-25,active
614,2013-02-25,8715,english,2013-02-25,active
617,2013-02-26,4193,english,2013-02-26,active
618,2013-02-26,10895,portugese,2013-02-26,active
621,2013-02-26,522,arabic,2013-02-26,active
622,2013-02-26,26,english,2013-02-26,active
624,2013-02-26,8698,russian,2013-02-26,active
629,2013-02-27,1,chinese,2013-02-27,active
631,2013-02-27,505,spanish,2013-02-27,active
632,2013-02-27,9122,spanish,2013-02-27,active
633,2013-02-27,3,english,2013-02-27,active
636,2013-02-27,4796,english,2013-02-27,active
637,2013-02-27,3,english,2013-02-27,active
643,2013-02-27,71,indian,2013-02-27,active
644,2013-02-28,219,chinese,2013-02-28,active
647,2013-02-28,17,english,2013-02-28,active
651,2013-02-28,4198,english,2013-02-28,active
652,2013-02-28,12,spanish,2013-02-28,active
653,2013-02-28,5434,russian,2013-02-28,active
655,2013-02-28,1,english,2013-02-28,active
660,2013-03-01,2351,english,2013-03-01,active
663,2013-03-01,10936,german,2013-03-01,active
664,2013-03-01,821,english,2013-03-01,active
668,2013-03-01,19,italian,2013-03-01,active
670,2013-03-01,4604,english,2013-03-01,active
672,2013-03-01,1295,german,2013-03-01,active
673,2013-03-01,469,english,2013-03-01,active
674,2013-03-01,1778,english,2013-03-01,active
678,2013-03-02,2,english,2013-03-02,active
684,2013-03-04,9562,chinese,2013-03-04,active
688,2013-03-04,778,english,2013-03-04,active
689,2013-03-04,12775,english,2013-03-04,active
690,2013-03-04,13036,english,2013-03-04,active
692,2013-03-04,14,spanish,2013-03-04,active
695,2013-03-04,2689,english,2013-03-04,active
698,2013-03-04,12,english,2013-03-04,active
699,2013-03-04,10986,italian,2013-03-04,active
700,2013-03-04,104,indian,2013-03-04,active
702,2013-03-05,8273,english,2013-03-05,active
703,2013-03-05,340,english,2013-03-05,active
707,2013-03-05,6441,english,2013-03-05,active
709,2013-03-05,6423,english,2013-03-05,active
710,2013-03-05,31,english,2013-03-05,active
712,2013-03-05,11451,english,2013-03-05,active
713,2013-03-05,2,english,2013-03-05,active
714,2013-03-06,2553,english,2013-03-06,active
717,2013-03-06,10199,japanese,2013-03-06,active
719,2013-03-06,13,russian,2013-03-06,active
720,2013-03-06,3163,english,2013-03-06,active
725,2013-03-06,9,english,2013-03-06,active
726,2013-03-06,8588,english,2013-03-06,active
727,2013-03-06,8767,english,2013-03-06,active
729,2013-03-07,7189,english,2013-03-07,active
730,2013-03-07,1,english,2013-03-07,active
732,2013-03-07,5,arabic,2013-03-07,active
733,2013-03-07,2373,japanese,2013-03-07,active
735,2013-03-07,12,english,2013-03-07,active
737,2013-03-07,13,spanish,2013-03-07,active
741,2013-03-07,1844,english,2013-03-07,active
742,2013-03-07,1884,english,2013-03-07,active
743,2013-03-07,172,indian,2013-03-07,active
745,2013-03-08,1,russian,2013-03-08,active
746,2013-03-08,11573,japanese,2013-03-08,active
747,2013-03-08,2656,english,2013-03-08,active
748,2013-03-08,7592,spanish,2013-03-08,active
750,2013-03-08,602,french,2013-03-08,active
753,2013-03-08,11943,japanese,2013-03-08,active
754,2013-03-08,1,english,2013-03-08,active
756,2013-03-08,6538,german,2013-03-08,active
759,2013-03-09,11324,russian,2013-03-09,active
760,2013-03-09,3050,english,2013-03-09,active
761,2013-03-09,24,english,2013-03-09,active
771,2013-03-11,12107,portugese,2013-03-11,active
772,2013-03-11,2944,english,2013-03-11,active
773,2013-03-11,10008,french,2013-03-11,active
775,2013-03-11,1,english,2013-03-11,active
779,2013-03-11,8586,english,2013-03-11,active
780,2013-03-11,12301,spanish,2013-03-11,active
782,2013-03-11,11445,french,2013-03-11,active
783,2013-03-11,25,spanish,2013-03-11,active
785,2013-03-12,6320,russian,2013-03-12,active
790,2013-03-12,15,english,2013-03-12,active
792,2013-03-12,7104,english,2013-03-12,active
793,2013-03-12,11147,english,2013-03-12,active
800,2013-03-12,4818,english,2013-03-12,active
801,2013-03-13,818,english,2013-03-13,active
802,2013-03-13,4595,english,2013-03-13,active
803,2013-03-13,1,english,2013-03-13,active
805,2013-03-13,3169,english,2013-03-13,active
806,2013-03-13,10857,indian,2013-03-13,active
808,2013-03-13,19,english,2013-03-13,active
819,2013-03-14,5063,english,2013-03-14,active
820,2013-03-14,3,arabic,2013-03-14,active
822,2013-03-14,11195,english,2013-03-14,active
823,2013-03-14,53,french,2013-03-14,active
825,2013-03-14,8669,english,2013-03-14,active
827,2013-03-14,114,indian,2013-03-14,active
829,2013-03-14,2378,german,2013-03-14,active
831,2013-03-14,7668,english,2013-03-14,active
832,2013-03-15,12758,spanish,2013-03-15,active
836,2013-03-15,8116,english,2013-03-15,active
841,2013-03-15,2,english,2013-03-15,active
845,2013-03-15,448,korean,2013-03-15,active
850,2013-03-16,4228,german,2013-03-16,active
853,2013-03-17,786,spanish,2013-03-17,active
855,2013-03-18,4773,german,2013-03-18,active
857,2013-03-18,4649,english,2013-03-18,active
860,2013-03-18,1205,chinese,2013-03-18,active
864,2013-03-18,482,english,2013-03-18,active
867,2013-03-18,6117,chinese,2013-03-18,active
869,2013-03-18,4325,japanese,2013-03-18,active
872,2013-03-19,12302,japanese,2013-03-19,active
880,2013-03-19,5260,english,2013-03-19,active
881,2013-03-19,9355,indian,2013-03-19,active
884,2013-03-19,9348,english,2013-03-19,active
891,2013-03-20,11523,english,2013-03-20,active
895,2013-03-20,1647,english,2013-03-20,active
899,2013-03-20,3391,english,2013-03-20,active
901,2013-03-20,17,french,2013-03-20,active
905,2013-03-20,8325,russian,2013-03-20,active
908,2013-03-21,17,english,2013-03-21,active
914,2013-03-21,1,english,2013-03-21,active
915,2013-03-21,7258,english,2013-03-21,active
916,2013-03-21,2907,spanish,2013-03-21,active
919,2013-03-21,1780,spanish,2013-03-21,active
920,2013-03-21,6,english,2013-03-21,active
922,2013-03-21,10,english,2013-03-21,active
927,2013-03-22,10087,spanish,2013-03-22,active
931,2013-03-22,4334,portugese,2013-03-22,active
934,2013-03-22,4008,arabic,2013-03-22,active
935,2013-03-22,2653,english,2013-03-22,active
937,2013-03-22,4084,french,2013-03-22,active
939,2013-03-22,9,english,2013-03-22,active
940,2013-03-22,12428,english,2013-03-22,active
941,2013-03-22,57,english,2013-03-22,active
948,2013-03-24,6038,english,2013-03-24,active
949,2013-03-24,1954,spanish,2013-03-24,active
952,2013-03-25,19,spanish,2013-03-25,active
954,2013-03-25,7419,english,2013-03-25,active
958,2013-03-25,9500,english,2013-03-25,active
959,2013-03-25,2687,english,2013-03-25,active
960,2013-03-25,12,indian,2013-03-25,active
961,2013-03-25,9016,arabic,2013-03-25,active
966,2013-03-25,4898,english,2013-03-25,active
970,2013-03-26,9081,arabic,2013-03-26,active
971,2013-03-26,10759,korean,2013-03-26,active
973,2013-03-26,7261,english,2013-03-26,active
977,2013-03-26,4926,japanese,2013-03-26,active
981,2013-03-26,10031,spanish,2013-03-26,active
984,2013-03-26,2856,english,2013-03-26,active
985,2013-03-26,1764,chinese,2013-03-26,active
987,2013-03-27,1545,english,2013-03-27,active
992,2013-03-27,10228,spanish,2013-03-27,active
993,2013-03-27,92,spanish,2013-03-27,active
994,2013-03-27,14,english,2013-03-27,active
996,2013-03-27,1,spanish,2013-03-27,active
1012,2013-03-28,2571,english,2013-03-28,active
1014,2013-03-28,1,japanese,2013-03-28,active
1018,2013-03-28,7137,english,2013-03-28,active
1019,2013-03-29,4586,indian,2013-03-29,active
1022,2013-03-29,12540,english,2013-03-29,active
1024,2013-03-29,12290,english,2013-03-29,active
1027,2013-03-29,435,indian,2013-03-29,active
1031,2013-03-29,9780,english,2013-03-29,active
1032,2013-03-29,47,english,2013-03-29,active
1033,2013-03-30,1,french,2013-03-30,active
1034,2013-03-30,10831,english,2013-03-30,active
1035,2013-03-30,3015,english,2013-03-30,active
1041,2013-03-31,12752,french,2013-03-31,active
1042,2013-03-31,7354,english,2013-03-31,active
1046,2013-04-01,11156,japanese,2013-04-01,active
1047,2013-04-01,2214,italian,2013-04-01,active
1048,2013-04-01,11784,spanish,2013-04-01,active
1050,2013-04-01,1860,french,2013-04-01,active
1052,2013-04-01,13025,spanish,2013-04-01,active
1055,2013-04-01,1656,spanish,2013-04-01,active
1056,2013-04-01,5973,english,2013-04-01,active
1058,2013-04-02,11539,french,2013-04-02,active
1059,2013-04-02,5032,portugese,2013-04-02,active
1061,2013-04-02,255,english,2013-04-02,active
1063,2013-04-02,18,french,2013-04-02,active
1064,2013-04-02,10237,indian,2013-04-02,active
1066,2013-04-02,4901,english,2013-04-02,active
1068,2013-04-02,3331,chinese,2013-04-02,active
1070,2013-04-02,598,spanish,2013-04-02,active
1071,2013-04-02,5513,english,2013-04-02,active
1072,2013-04-02,619,spanish,2013-04-02,active
1078,2013-04-03,10605,english,2013-04-03,active
1079,2013-04-03,6454,japanese,2013-04-03,active
1080,2013-04-03,14,english,2013-04-03,active
1085,2013-04-03,125,english,2013-04-03,active
1088,2013-04-03,411,english,2013-04-03,active
1090,2013-04-04,3,english,2013-04-04,active
1091,2013-04-04,5,english,2013-04-04,active
1096,2013-04-04,2424,portugese,2013-04-04,active
1097,2013-04-04,1,english,2013-04-04,active
1098,2013-04-04,12822,english,2013-04-04,active
1100,2013-04-04,12923,german,2013-04-04,active
1104,2013-04-05,4324,english,2013-04-05,active
1108,2013-04-05,4977,italian,2013-04-05,active
1110,2013-04-05,1258,english,2013-04-05,active
1114,2013-04-05,1770,german,2013-04-05,active
1117,2013-04-05,9123,english,2013-04-05,active
1118,2013-04-05,165,japanese,2013-04-05,active
1119,2013-04-06,4995,arabic,2013-04-06,active
1120,2013-04-06,7058,english,2013-04-06,active
1121,2013-04-06,11384,french,2013-04-06,active
1126,2013-04-07,4744,russian,2013-04-07,active
1127,2013-04-07,7674,english,2013-04-07,active
1128,2013-04-07,3138,spanish,2013-04-07,active
1130,2013-04-08,4980,english,2013-04-08,active
1132,2013-04-08,8480,japanese,2013-04-08,active
1135,2013-04-08,5552,english,2013-04-08,active
1138,2013-04-08,13150,english,2013-04-08,active
1139,2013-04-08,32,japanese,2013-04-08,active
1140,2013-04-08,10279,english,2013-04-08,active
1143,2013-04-08,2127,english,2013-04-08,active
1145,2013-04-08,1943,spanish,2013-04-08,active
1147,2013-04-09,1242,french,2013-04-09,active
1148,2013-04-09,9140,chinese,2013-04-09,active
1152,2013-04-09,26,english,2013-04-09,active
1154,2013-04-09,9661,english,2013-04-09,active
1163,2013-04-10,1,japanese,2013-04-10,active
1164,2013-04-10,917,english,2013-04-10,active
1165,2013-04-10,589,french,2013-04-10,active
1166,2013-04-10,9414,spanish,2013-04-10,active
1170,2013-04-10,8949,english,2013-04-10,active
1173,2013-04-10,6,english,2013-04-10,active
1175,2013-04-10,2581,arabic,2013-04-10,active
1177,2013-04-10,3,english,2013-04-10,active
1179,2013-04-11,12108,korean,2013-04-11,active
1194,2013-04-11,11430,chinese,2013-04-11,active
1200,2013-04-12,6436,english,2013-04-12,active
1201,2013-04-12,146,indian,2013-04-12,active
1204,2013-04-12,83,english,2013-04-12,active
1206,2013-04-12,3774,french,2013-04-12,active
1208,2013-04-12,188,english,2013-04-12,active
1211,2013-04-12,237,japanese,2013-04-12,active
1214,2013-04-13,3,english,2013-04-13,active
1215,2013-04-13,12810,french,2013-04-13,active
1216,2013-04-13,3666,english,2013-04-13,active
1218,2013-04-13,3624,japanese,2013-04-13,active
1220,2013-04-14,153,spanish,2013-04-14,active
1221,2013-04-14,8039,spanish,2013-04-14,active
1224,2013-04-14,10624,english,2013-04-14,active
1225,2013-04-15,2,english,2013-04-15,active
1230,2013-04-15,1,english,2013-04-15,active
1232,2013-04-15,12331,japanese,2013-04-15,active
1234,2013-04-15,67,english,2013-04-15,active
1237,2013-04-15,8025,japanese,2013-04-15,active
1238,2013-04-15,10078,japanese,2013-04-15,active
1243,2013-04-16,2196,japanese,2013-04-16,active
1249,2013-04-16,1,english,2013-04-16,active
1250,2013-04-16,35,japanese,2013-04-16,active
1252,2013-04-16,9236,english,2013-04-16,active
1253,2013-04-16,5415,english,2013-04-16,active
1254,2013-04-16,3078,english,2013-04-16,active
1255,2013-04-16,1289,english,2013-04-16,active
1257,2013-04-16,6261,english,2013-04-16,active
1258,2013-04-16,10,russian,2013-04-16,active
1260,2013-04-17,7289,spanish,2013-04-17,active
1263,2013-04-17,8265,english,2013-04-17,active
1269,2013-04-17,439,english,2013-04-17,active
1271,2013-04-17,3326,english,2013-04-17,active
1272,2013-04-17,1,spanish,2013-04-17,active
1275,2013-04-17,18,japanese,2013-04-17,active
1277,2013-04-17,4850,english,2013-04-17,active
1279,2013-04-18,10650,english,2013-04-18,active
1282,2013-04-18,1,french,2013-04-18,active
1283,2013-04-18,12026,english,2013-04-18,active
1286,2013-04-18,4,spanish,2013-04-18,active
1287,2013-04-18,52,english,2013-04-18,active
1288,2013-04-18,4482,english,2013-04-18,active
1293,2013-04-18,931,english,2013-04-18,active
1295,2013-04-19,12402,indian,2013-04-19,active
1297,2013-04-19,315,english,2013-04-19,active
1298,2013-04-19,1820,english,2013-04-19,active
1300,2013-04-19,10814,french,2013-04-19,active
1301,2013-04-19,5678,english,2013-04-19,active
1302,2013-04-19,1,english,2013-04-19,active
1306,2013-04-19,8538,indian,2013-04-19,active
1307,2013-04-19,28,french,2013-04-19,active
1308,2013-04-19,9904,english,2013-04-19,active
1311,2013-04-20,5525,chinese,2013-04-20,active
1312,2013-04-20,6200,english,2013-04-20,active
1313,2013-04-21,9914,spanish,2013-04-21,active
1317,2013-04-21,11041,italian,2013-04-21,active
1318,2013-04-22,12278,english,2013-04-22,active
1319,2013-04-22,9085,english,2013-04-22,active
1321,2013-04-22,3245,spanish,2013-04-22,active
1322,2013-04-22,7084,spanish,2013-04-22,active
1324,2013-04-22,694,english,2013-04-22,active
